,location,total_sqft,bath,price,bhk,encoded_loc
2688,Raja Rajeshwari Nagar,1140.0,2,38.55,2,184
2689,Varthur,1200.0,2,98.0,3,217
2690,Balagere,1205.47,2,81.0,2,25
2691,Electronic City,1700.0,3,75.0,3,74
2692,Kanakpura Road,1090.0,2,54.54,2,127
2693,Yeshwanthpur,3600.0,5,220.0,4,229
2694,Thanisandra,923.0,1,60.84,1,209
2695,Green Glen Layout,1050.0,2,48.0,2,83
2696,Hennur Road,2405.0,2,93.865,3,96
2697,others,1485.0,3,85.0,3,230
2698,Dommasandra,1033.0,2,31.5,3,72
2699,Electronic City,1400.0,2,48.0,3,74
2700,Sarjapur  Road,944.0,2,35.0,2,194
2701,Whitefield,1216.0,2,66.48,2,224
2702,others,1100.0,2,39.5,2,230
2703,Thanisandra,1743.0,3,93.25,3,209
2704,Yelahanka,1274.0,2,48.42,2,226
2705,Mysore Road,1512.0,2,110.0,3,166
2706,Cox Town,1650.0,3,100.0,3,62
2707,Doddathoguru,1875.0,3,55.0,3,70
2708,Whitefield,1350.0,3,54.0,3,224
2709,others,1219.0,2,40.0,2,230
2710,Sarjapura - Attibele Road,2400.0,3,85.0,3,195
2711,Hormavu,1141.0,2,44.4,2,100
2712,Anandapura,1151.0,2,43.1,2,15
2713,Sarjapur  Road,915.0,2,38.0,2,194
2714,others,3259.0,3,270.0,3,230
2715,Bannerghatta Road,1115.0,2,65.12,2,34
2716,Thigalarapalya,2072.0,4,139.0,3,210
2717,Kaggadasapura,1200.0,2,53.0,2,118
2718,Singasandra,1300.0,2,65.0,2,201
2719,Bellandur,1457.0,2,85.0,2,40
2720,Kannamangala,1262.0,2,55.0,2,128
2721,Attibele,420.0,1,17.0,1,21
2722,Kanakapura,1160.0,2,46.39,2,126
2723,Kasavanhalli,1115.0,2,50.0,2,130
2724,JP Nagar,1315.0,2,85.4,3,109
2725,Babusapalaya,1500.0,2,57.0,2,24
2726,HSR Layout,1127.0,2,68.0,2,89
2727,Kundalahalli,1397.0,3,104.0,3,150
2728,Whitefield,1173.0,2,60.0,2,224
2729,Sarjapur  Road,2720.0,5,210.0,3,194
2730,Jakkur,1230.0,2,76.0,2,110
2731,others,3200.0,3,190.0,4,230
2732,Sarjapur  Road,858.0,2,31.57,2,194
2733,Talaghattapura,1868.0,3,121.0,3,208
2734,Uttarahalli,1689.28,3,91.2,3,216
2735,Banashankari,1425.0,3,49.88,3,26
2736,Tindlu,1350.0,2,100.0,2,213
2737,Channasandra,4200.0,6,180.0,6,56
2738,Uttarahalli,1310.0,2,85.0,3,216
2739,Haralur Road,4587.5,2,175.0,4,90
2740,others,970.0,2,40.0,2,230
2741,Kundalahalli,1397.0,3,108.0,3,150
2742,Sarjapur,1157.0,2,40.0,2,193
2743,Kasavanhalli,1125.0,2,61.2,2,130
2744,Sonnenahalli,1157.0,2,42.0,2,204
2745,Sarjapur  Road,1241.0,2,82.0,2,194
2746,Marathahalli,4000.0,4,220.0,4,161
2747,Rajiv Nagar,2340.0,4,148.0,4,186
2748,others,596.0,1,42.0,1,230
2749,Brookefield,1139.0,2,80.0,2,51
2750,Thigalarapalya,3122.0,5,225.0,4,210
2751,Yeshwanthpur,1168.0,2,64.08,2,229
2752,Chandapura,877.0,2,42.0,2,55
2753,Electronics City Phase 1,1340.0,2,75.0,2,76
2754,others,1405.0,2,70.0,3,230
2755,others,1800.0,3,65.0,3,230
2756,others,1360.0,2,65.0,3,230
2757,others,985.0,2,63.0,2,230
2758,others,1490.0,2,88.0,3,230
2759,others,620.0,1,25.0,2,230
2760,Hormavu,1130.0,2,42.3,2,100
2761,Yelachenahalli,1080.0,2,55.0,2,225
2762,Singasandra,3126.0,4,120.0,4,201
2763,Begur Road,1410.0,2,52.17,3,39
2764,Bommanahalli,1375.0,3,59.0,3,47
2765,Hennur Road,1290.0,2,94.5,3,96
2766,Hosa Road,1318.0,2,85.28,3,101
2767,Electronic City,1128.0,2,68.0,2,74
2768,others,4428.0,4,255.0,4,230
2769,Kanakpura Road,1051.0,2,56.74,2,127
2770,Kengeri,3500.0,5,275.0,3,135
2771,Kannamangala,2400.0,4,130.0,4,128
2772,Yelahanka,1327.0,2,85.0,2,226
2773,Thigalarapalya,2912.0,6,210.0,4,210
2774,others,1301.0,2,55.0,2,230
2775,others,650.0,1,30.0,1,230
2776,Varthur,1200.0,3,67.75,3,217
2777,others,1500.0,2,89.99,3,230
2778,Sarjapur  Road,984.0,2,45.91,2,194
2779,others,910.0,1,42.0,1,230
2780,others,1250.0,3,39.0,3,230
2781,Hosakerehalli,1304.0,2,100.0,2,102
2782,Begur Road,1615.0,3,58.0,3,39
2783,Sarjapur  Road,1400.0,2,68.0,2,194
2784,CV Raman Nagar,1070.0,2,47.5,2,53
2785,Hoodi,1132.0,2,89.37,2,97
2786,others,2000.0,3,85.0,3,230
2787,Sector 2 HSR Layout,794.0,1,65.0,1,196
2788,Raja Rajeshwari Nagar,1090.0,2,43.59,2,184
2789,Gottigere,1500.0,3,70.0,3,82
2790,Whitefield,1269.0,2,75.0,2,224
2791,Kanakpura Road,1070.0,2,37.45,2,127
2792,Marathahalli,1208.0,2,70.0,2,161
2793,Ramamurthy Nagar,1185.0,2,45.5,2,188
2794,Anekal,888.0,2,34.0,2,17
2795,others,532.0,1,22.49,1,230
2796,others,1060.0,3,62.0,3,230
2797,Electronic City,700.0,1,35.0,1,74
2798,others,902.0,2,42.0,2,230
2799,Doddathoguru,984.0,2,51.0,2,70
2800,Hebbal,2700.0,2,100.0,4,92
2801,Jalahalli East,1475.0,3,96.0,3,112
2802,Haralur Road,1300.0,2,79.0,2,90
2803,Babusapalaya,1453.0,2,43.59,3,24
2804,Akshaya Nagar,1666.0,3,95.0,3,11
2805,Murugeshpalya,1845.0,3,91.0,3,165
2806,Sarjapura - Attibele Road,1676.0,3,52.0,3,195
2807,Uttarahalli,1137.0,2,63.0,2,216
2808,Electronic City,1360.0,2,70.5,3,74
2809,others,1374.0,2,70.0,3,230
2810,Whitefield,3227.0,5,250.0,5,224
2811,others,2145.0,4,125.0,4,230
2812,Kasavanhalli,2170.0,3,151.0,3,130
2813,others,1080.0,2,55.0,2,230
2814,Electronic City Phase II,1790.0,3,100.0,3,75
2815,Doddathoguru,550.0,1,17.0,1,70
2816,Somasundara Palya,1033.0,2,48.0,2,202
2817,others,1000.0,2,80.0,2,230
2818,others,1240.0,2,52.6,2,230
2819,others,1500.0,2,97.0,3,230
2820,Marathahalli,1730.0,3,139.0,3,161
2821,Kasavanhalli,1915.0,3,80.0,3,130
2822,Whitefield,1545.0,3,79.0,3,224
2823,others,1865.0,4,140.0,3,230
2824,Hebbal Kempapura,1150.0,2,40.0,2,93
2825,others,1200.0,2,49.0,2,230
2826,Kengeri,963.0,2,40.0,2,135
2827,Kaikondrahalli,1700.0,4,108.0,4,120
2828,Lingadheeranahalli,1682.0,3,120.0,3,154
2829,Yelahanka,1371.0,2,65.0,3,226
2830,Hennur Road,901.0,2,49.5,2,96
2831,Ambalipura,1730.0,3,120.0,3,12
2832,EPIP Zone,1500.0,3,102.0,3,73
2833,Sarjapur  Road,3785.0,6,280.0,4,194
2834,others,3500.0,4,245.0,4,230
2835,others,1203.0,2,59.86,2,230
2836,Horamavu Banaswadi,1357.0,2,54.0,2,99
2837,others,1600.0,3,76.0,3,230
2838,Yelahanka New Town,350.0,1,13.5,1,227
2839,Varthur,1665.0,3,53.0,3,217
2840,Sarjapur  Road,835.0,1,46.95,1,194
2841,Haralur Road,1444.0,2,80.0,3,90
2842,Kanakapura,1277.0,2,55.0,2,126
2843,Lingadheeranahalli,1521.0,3,94.71,3,154
2844,others,1134.0,2,40.0,2,230
2845,others,995.0,2,34.82,2,230
2846,Old Madras Road,2760.0,5,157.0,3,177
2847,Marathahalli,1325.0,1,92.0,2,161
2848,Kothanur,4000.0,6,150.0,6,146
2849,Marathahalli,1525.0,3,90.0,3,161
2850,others,1320.0,2,73.0,3,230
2851,Electronics City Phase 1,650.0,1,23.0,1,76
2852,Electronic City,1150.0,2,38.0,2,74
2853,Electronic City Phase II,769.0,2,40.0,2,75
2854,Electronic City,1571.0,3,105.0,3,74
2855,Hennur Road,1445.0,3,86.56,3,96
2856,Bommasandra,902.0,2,49.0,2,48
2857,Sarjapur,2238.0,3,140.0,3,193
2858,Electronic City,1090.0,2,31.49,2,74
2859,Yelahanka,1712.0,3,82.0,3,226
2860,Haralur Road,1088.0,2,68.0,2,90
2861,Somasundara Palya,1575.0,3,63.1,3,202
2862,Kundalahalli,1920.0,3,150.0,3,150
2863,Margondanahalli,1000.0,2,57.0,2,162
2864,others,1100.0,2,56.1,2,230
2865,Electronic City,1089.0,2,45.0,2,74
2866,Horamavu Agara,1106.0,2,43.09,2,98
2867,Kengeri,927.0,2,37.0,2,135
2868,Kanakpura Road,1339.0,2,58.0,2,127
2869,Thanisandra,923.0,1,45.69,1,209
2870,Lakshminarayana Pura,1175.0,2,75.0,2,153
2871,Thubarahalli,975.0,2,55.0,2,211
2872,Hebbal,2400.0,4,180.0,3,92
2873,Subramanyapura,1330.0,3,72.0,3,205
2874,Thanisandra,1183.0,2,59.74,2,209
2875,Harlur,1758.0,3,133.0,3,91
2876,Pai Layout,1100.0,2,50.0,2,179
2877,Ramamurthy Nagar,1170.0,2,46.8,2,188
2878,others,2400.0,5,120.0,5,230
2879,Raja Rajeshwari Nagar,1530.0,3,51.77,3,184
2880,Hebbal,1420.0,2,107.0,2,92
2881,Kanakpura Road,1591.0,3,115.0,3,127
2882,others,675.0,3,52.0,2,230
2883,Hoodi,1055.0,2,57.63,2,97
2884,Iblur Village,1918.0,3,129.0,3,107
2885,Sarjapur  Road,1280.0,2,76.0,2,194
2886,Nagarbhavi,1560.0,3,66.0,3,169
2887,Sarjapur  Road,1145.0,2,49.5,2,194
2888,others,1801.0,3,139.0,3,230
2889,Hebbal,1320.0,2,92.0,2,92
2890,others,1350.0,2,65.0,3,230
2891,Kalyan nagar,3800.0,5,300.0,4,122
2892,Bannerghatta Road,1344.0,2,42.0,3,34
2893,Bannerghatta Road,1893.0,3,100.0,3,34
2894,Chandapura,1107.0,2,43.0,3,55
2895,Lakshminarayana Pura,1190.0,2,75.0,2,153
2896,Whitefield,1000.0,2,35.0,2,224
2897,others,2400.0,2,160.0,2,230
2898,Kumaraswami Layout,1000.0,2,48.5,2,149
2899,Jalahalli,2113.0,3,155.0,3,111
2900,KR Puram,1100.0,2,46.0,2,115
2901,Harlur,1884.0,4,120.0,4,91
2902,Electronic City,1110.0,2,40.0,2,74
2903,others,1250.0,3,40.0,3,230
2904,Sarjapur  Road,1470.0,3,62.0,3,194
2905,others,1150.0,2,75.0,2,230
2906,Kudlu Gate,703.0,1,52.0,1,148
2907,others,1400.0,2,62.0,3,230
2908,Bellandur,1195.0,2,51.0,2,40
2909,others,1302.0,2,69.1,2,230
2910,Begur Road,1583.0,3,74.4,3,39
2911,others,1488.0,2,60.0,3,230
2912,Whitefield,3262.0,4,260.0,4,224
2913,Electronic City,1600.0,3,104.0,3,74
2914,Old Airport Road,1150.0,2,90.0,2,176
2915,Sarjapur  Road,1263.0,2,78.0,2,194
2916,Kanakpura Road,1299.0,2,85.0,2,127
2917,Banashankari,1330.0,2,78.0,2,26
2918,Devanahalli,1282.0,2,52.43,3,65
2919,others,1853.0,3,82.0,3,230
2920,others,861.0,2,35.0,2,230
2921,Bannerghatta Road,1600.0,3,95.0,3,34
2922,others,1256.0,2,62.8,2,230
2923,others,1390.0,2,80.0,3,230
2924,others,1550.0,2,90.0,3,230
2925,Hebbal,919.0,2,49.0,2,92
2926,Margondanahalli,1625.0,3,80.0,3,162
2927,Gunjur,1195.0,2,44.0,2,85
2928,Yelenahalli,1159.0,2,60.0,2,228
2929,Whitefield,1386.0,3,57.46,3,224
2930,Harlur,1197.0,2,79.0,2,91
2931,Jigani,5950.0,2,226.0,4,113
2932,Bommasandra,1295.0,2,50.28,3,48
2933,others,1310.0,2,37.83,3,230
2934,Whitefield,1132.0,2,79.28,2,224
2935,Hebbal,1645.0,3,135.0,3,92
2936,Whitefield,1200.0,2,45.84,2,224
2937,Marathahalli,1937.0,3,140.0,3,161
2938,Doddathoguru,1015.0,2,33.5,2,70
2939,others,1080.0,2,39.0,2,230
2940,Kathriguppe,1350.0,2,80.99,3,132
2941,Kothanur,1185.0,2,59.0,2,146
2942,Domlur,1720.0,3,135.0,3,71
2943,Tindlu,1500.0,3,87.0,3,213
2944,Yelahanka,1566.0,3,97.0,3,226
2945,others,1500.0,4,110.0,4,230
2946,KR Puram,1290.0,2,49.02,2,115
2947,others,1531.0,3,72.0,3,230
2948,Whitefield,1140.0,2,39.0,2,224
2949,Tumkur Road,1948.5,3,57.76,3,214
2950,Banashankari Stage III,2000.0,4,100.0,4,28
2951,Kaval Byrasandra,1100.0,2,46.0,2,133
2952,others,1200.0,2,55.0,2,230
2953,Bannerghatta,1618.0,3,68.0,3,33
2954,Whitefield,2830.0,5,160.0,4,224
2955,Uttarahalli,1315.0,2,74.0,3,216
2956,Anandapura,1141.0,2,42.75,2,15
2957,AECS Layout,1080.0,2,55.0,2,9
2958,HBR Layout,1200.0,2,60.0,2,87
2959,Varthur,1111.0,2,41.88,2,217
2960,NGR Layout,1022.0,2,45.9,2,167
2961,Bannerghatta Road,1275.0,2,65.0,2,34
2962,others,900.0,2,70.0,2,230
2963,Rachenahalli,1224.0,2,39.2,2,183
2964,Battarahalli,1135.0,2,43.0,2,37
2965,Rachenahalli,1050.0,2,52.1,2,183
2966,Bellandur,1050.0,2,72.0,2,40
2967,Hosa Road,1513.0,3,103.0,3,101
2968,Gottigere,1621.0,3,72.0,3,82
2969,Bannerghatta Road,892.0,2,39.0,2,34
2970,Whitefield,1205.0,2,40.0,2,224
2971,others,1200.0,6,70.0,4,230
2972,Kengeri,726.0,2,35.0,2,135
2973,Horamavu Agara,1079.0,2,41.0,2,98
2974,Begur Road,1170.0,2,46.0,2,39
2975,Doddathoguru,1104.0,2,39.0,2,70
2976,Kanakpura Road,950.0,2,45.0,2,127
2977,Hormavu,4818.0,4,390.0,4,100
2978,others,1650.0,2,52.0,3,230
2979,Kogilu,1559.0,3,127.0,3,142
2980,others,1100.0,2,38.0,2,230
2981,Ramagondanahalli,1215.0,2,45.5,2,187
2982,Talaghattapura,1868.0,3,135.0,3,208
2983,Electronic City,1130.0,2,32.63,2,74
2984,Sarjapur  Road,1691.0,3,98.0,3,194
2985,Ardendale,4355.0,3,350.0,5,19
2986,Hulimavu,1225.0,2,55.0,2,105
2987,JP Nagar,1690.0,3,112.0,3,109
2988,Kasturi Nagar,1896.0,3,125.0,4,131
2989,Sonnenahalli,605.0,1,40.0,1,204
2990,Electronic City Phase II,900.0,2,32.5,2,75
2991,others,750.0,2,50.0,1,230
2992,Ananth Nagar,908.0,2,26.0,2,16
2993,Thanisandra,3216.0,4,226.0,4,209
2994,Iblur Village,1400.0,2,68.0,2,107
2995,Hulimavu,1255.0,2,74.0,2,105
2996,Electronic City,1500.0,2,100.0,3,74
2997,Thanisandra,1296.0,2,72.0,2,209
2998,Horamavu Banaswadi,925.0,2,38.0,2,99
2999,Raja Rajeshwari Nagar,1023.0,2,42.0,2,184
3000,Thanisandra,1020.0,2,44.5,2,209
3001,Choodasandra,1530.0,3,77.0,3,60
3002,Gubbalala,1650.0,3,71.0,3,84
3003,others,1605.0,2,85.0,3,230
3004,Kogilu,1190.0,2,50.66,2,142
3005,Jakkur,1374.0,3,68.0,3,110
3006,6th Phase JP Nagar,1140.0,2,65.0,2,5
3007,Green Glen Layout,1725.0,3,130.0,3,83
3008,Bisuvanahalli,1075.0,2,50.0,3,46
3009,Kannamangala,1574.0,3,93.34,3,128
3010,Sanjay nagar,965.0,1,32.0,1,191
3011,Marathahalli,1550.0,3,83.0,3,161
3012,others,1205.0,2,60.0,2,230
3013,Kambipura,1082.0,2,55.0,3,123
3014,Uttarahalli,1215.0,2,52.85,3,216
3015,others,1200.0,3,46.14,2,230
3016,Ardendale,3198.0,4,250.0,4,19
3017,Kanakpura Road,1452.0,3,60.98,3,127
3018,Electronic City Phase II,1329.0,2,41.0,3,75
3019,others,1125.0,2,44.0,2,230
3020,others,1200.0,2,70.0,2,230
3021,Sarjapur  Road,1350.0,3,39.97,3,194
3022,Hebbal,2600.0,3,195.0,3,92
3023,Pai Layout,1255.0,2,80.0,2,179
3024,others,1904.0,3,155.0,3,230
3025,Somasundara Palya,1329.0,2,70.0,2,202
3026,Chandapura,1200.0,2,60.0,2,55
3027,Murugeshpalya,2135.0,3,160.0,3,165
3028,others,813.0,1,39.0,1,230
3029,others,3884.0,4,240.0,4,230
3030,Doddaballapur,3876.0,3,300.0,3,68
3031,Kalena Agrahara,800.0,2,30.0,2,121
3032,Hormavu,1500.0,3,70.0,3,100
3033,Bannerghatta Road,1880.0,3,95.0,3,34
3034,Electronic City,1440.0,2,55.0,3,74
3035,Akshaya Nagar,1575.0,3,90.0,3,11
3036,others,1630.0,2,97.78,3,230
3037,Yelahanka,1180.0,3,55.0,3,226
3038,others,1090.0,2,36.0,2,230
3039,others,2425.0,4,173.0,4,230
3040,Varthur,1097.0,2,33.82,2,217
3041,Raja Rajeshwari Nagar,1070.0,2,50.0,2,184
3042,Kumaraswami Layout,1000.0,2,58.0,2,149
3043,others,1150.0,2,56.0,2,230
3044,Frazer Town,1900.0,4,145.0,3,77
3045,others,1141.0,2,49.0,2,230
3046,Jigani,937.0,2,44.0,2,113
3047,Green Glen Layout,1075.0,2,60.0,2,83
3048,Panathur,1000.0,2,65.3,2,180
3049,Kasavanhalli,1450.0,3,77.41,3,130
3050,others,936.0,2,43.0,2,230
3051,others,1280.0,2,75.0,2,230
3052,Babusapalaya,1050.0,2,45.0,2,24
3053,Marathahalli,1350.0,2,86.0,2,161
3054,Devanahalli,1174.0,2,59.0,2,65
3055,others,500.0,1,24.0,1,230
3056,Gottigere,1304.0,3,80.0,3,82
3057,Yelahanka,1653.0,3,120.0,3,226
3058,Bisuvanahalli,1075.0,2,52.0,3,46
3059,7th Phase JP Nagar,1212.0,3,42.0,2,6
3060,others,1100.0,2,50.0,2,230
3061,Billekahalli,1140.0,2,50.0,2,44
3062,others,1200.0,2,100.0,2,230
3063,Kudlu Gate,1532.0,3,83.0,3,148
3064,Doddaballapur,2776.0,4,195.0,3,68
3065,Padmanabhanagar,1531.0,2,75.0,3,178
3066,Uttarahalli,1325.0,2,53.0,2,216
3067,Electronic City,1156.0,2,44.0,3,74
3068,Bannerghatta Road,1260.0,2,70.0,2,34
3069,Vittasandra,1934.0,2,90.0,2,223
3070,Malleshpalya,1060.0,2,40.0,2,159
3071,Kasavanhalli,1476.0,3,95.0,3,130
3072,Murugeshpalya,1185.0,2,85.0,2,165
3073,others,1265.0,2,82.0,3,230
3074,others,3200.0,5,150.0,4,230
3075,others,1196.0,2,56.81,2,230
3076,EPIP Zone,1280.0,2,69.0,2,73
3077,Hulimavu,1175.0,2,45.0,2,105
3078,others,1850.0,3,98.0,3,230
3079,Whitefield,1195.0,2,70.0,2,224
3080,Hosur Road,1180.0,2,36.5,2,104
3081,Jakkur,1050.0,2,49.87,2,110
3082,Electronic City,1400.0,2,40.44,3,74
3083,others,2360.0,4,150.0,4,230
3084,others,1030.0,2,77.25,2,230
3085,others,1512.0,1,65.01,2,230
3086,Subramanyapura,929.0,2,48.0,2,205
3087,Jigani,1252.0,3,61.0,3,113
3088,Green Glen Layout,1485.0,3,115.0,3,83
3089,Electronics City Phase 1,1124.0,2,55.0,3,76
3090,Hennur Road,1482.0,2,97.0,3,96
3091,Whitefield,3480.0,4,284.0,3,224
3092,others,2000.0,3,160.0,3,230
3093,Prithvi Layout,1352.0,2,75.0,2,181
3094,Electronic City,1152.0,2,65.0,2,74
3095,others,1575.0,3,93.0,3,230
3096,Hegde Nagar,1965.0,4,125.0,3,94
3097,others,1300.0,2,70.0,3,230
3098,Marathahalli,957.0,2,47.0,2,161
3099,Hoskote,1740.0,3,60.0,3,103
3100,Neeladri Nagar,1060.0,2,35.0,2,173
3101,others,975.0,2,50.0,2,230
3102,Ramamurthy Nagar,1150.0,2,51.0,2,188
3103,Whitefield,1738.0,2,79.0,3,224
3104,Bommanahalli,1250.0,3,55.0,3,47
3105,Bannerghatta Road,1788.0,3,90.0,3,34
3106,Kanakapura,1151.0,2,59.0,2,126
3107,Uttarahalli,1300.0,2,60.0,3,216
3108,others,1380.0,2,75.0,2,230
3109,Hebbal,1645.0,3,117.0,3,92
3110,Babusapalaya,1141.0,2,45.9,2,24
3111,7th Phase JP Nagar,1175.0,2,82.5,2,6
3112,Banashankari Stage V,1355.0,2,61.0,3,29
3113,Dasarahalli,1150.0,2,70.0,2,64
3114,others,1000.0,2,45.0,2,230
3115,Balagere,1007.0,2,65.0,2,25
3116,others,3000.0,5,100.0,4,230
3117,Kothanur,1436.0,3,70.0,3,146
3118,Somasundara Palya,2372.0,3,140.0,3,202
3119,Rayasandra,1016.0,2,58.0,2,189
3120,Dodda Nekkundi,1100.0,2,48.0,2,67
3121,others,1080.0,2,45.0,2,230
3122,Electronic City,1070.0,2,60.0,2,74
3123,Kadubeesanahalli,1532.0,3,115.0,3,116
3124,Hennur,1040.0,2,42.12,2,95
3125,others,3100.0,3,250.0,3,230
3126,Tumkur Road,1675.5,2,48.905,2,214
3127,Thanisandra,1430.0,2,51.6,3,209
3128,others,3262.0,5,205.0,4,230
3129,others,1827.0,3,100.0,3,230
3130,HRBR Layout,1210.0,2,75.0,2,88
3131,others,1500.0,3,95.0,3,230
3132,Hebbal,1251.0,2,88.73,2,92
3133,HSR Layout,1600.0,2,115.0,3,89
3134,Electronic City,1128.0,2,65.5,2,74
3135,Budigere,1820.0,3,93.0,3,52
3136,Thigalarapalya,2072.0,4,159.0,3,210
3137,Raja Rajeshwari Nagar,1510.0,2,59.0,3,184
3138,Hoodi,1925.0,2,114.0,3,97
3139,Thigalarapalya,2072.0,4,147.0,3,210
3140,Kumaraswami Layout,1000.0,2,36.0,2,149
3141,KR Puram,1752.0,3,145.0,3,115
3142,Sahakara Nagar,960.0,2,56.0,2,190
3143,others,1180.0,2,63.0,2,230
3144,Benson Town,2270.0,3,180.0,3,41
3145,Lakshminarayana Pura,1200.0,2,75.0,2,153
3146,Bisuvanahalli,1180.0,2,46.0,3,46
3147,others,1300.0,3,47.0,3,230
3148,Bannerghatta Road,1157.0,2,40.0,2,34
3149,Kanakpura Road,1300.0,3,69.0,3,127
3150,Banashankari Stage III,1305.0,2,59.0,3,28
3151,Jakkur,1290.0,2,80.0,2,110
3152,Hoskote,1170.0,2,45.0,2,103
3153,Yelachenahalli,1400.0,2,78.0,2,225
3154,others,1155.0,2,60.0,3,230
3155,Hormavu,1725.0,3,85.0,3,100
3156,Kanakpura Road,700.0,2,40.0,2,127
3157,Hoodi,1112.0,2,88.0,2,97
3158,Somasundara Palya,1178.0,2,78.0,2,202
3159,others,1274.0,2,81.0,2,230
3160,Doddathoguru,915.0,2,32.0,2,70
3161,others,1540.0,3,68.0,3,230
3162,others,1206.0,2,38.5,2,230
3163,Nehru Nagar,2342.0,3,115.0,4,174
3164,others,1200.0,2,55.0,3,230
3165,Yelenahalli,1056.0,2,33.0,2,228
3166,Kanakpura Road,1450.0,3,54.3,3,127
3167,others,1161.0,2,36.69,2,230
3168,others,1097.0,2,65.0,2,230
3169,Uttarahalli,850.0,2,35.0,2,216
3170,Green Glen Layout,1715.0,3,115.0,3,83
3171,Electronic City,1200.0,2,59.0,2,74
3172,8th Phase JP Nagar,1080.0,2,38.0,2,7
3173,Kasavanhalli,1200.0,2,50.3,2,130
3174,Banashankari,1400.0,2,78.0,3,26
3175,Kanakpura Road,648.5,1,19.695,1,127
3176,Marathahalli,1230.0,2,57.0,2,161
3177,Kalyan nagar,1640.0,3,88.0,3,122
3178,Banashankari,1700.0,3,125.0,3,26
3179,Bommasandra,1478.0,2,44.0,3,48
3180,Banashankari,1020.0,2,40.79,2,26
3181,Yelahanka,1275.0,2,95.0,3,226
3182,Kanakapura,1110.0,2,38.85,2,126
3183,Uttarahalli,1627.86,3,88.0,3,216
3184,others,620.0,2,22.0,2,230
3185,Hosa Road,1133.0,2,52.0,2,101
3186,Hennur Road,1182.0,2,82.5,2,96
3187,Tumkur Road,1500.0,3,100.0,3,214
3188,Marathahalli,1200.0,2,58.0,2,161
3189,Raja Rajeshwari Nagar,1128.0,2,48.79,2,184
3190,Amruthahalli,1100.0,2,45.0,2,14
3191,Kengeri Satellite Town,635.0,1,22.0,2,136
3192,Ardendale,2062.0,3,140.0,4,19
3193,Thanisandra,1874.0,4,130.0,3,209
3194,Old Madras Road,1171.0,2,75.0,2,177
3195,Sarjapur,2020.0,3,85.0,3,193
3196,8th Phase JP Nagar,1059.0,2,34.5,2,7
3197,Panathur,1315.0,2,59.1,3,180
3198,Jakkur,1760.0,3,110.0,3,110
3199,Hennur Road,1192.0,2,62.0,3,96
3200,Hebbal,1645.0,3,121.0,3,92
3201,Whitefield,1250.0,2,72.0,2,224
3202,Whitefield,971.0,1,34.385,1,224
3203,Whitefield,1340.0,2,77.0,2,224
3204,Hosa Road,1369.1,2,104.0,2,101
3205,others,1355.0,2,75.0,2,230
3206,Bannerghatta Road,1150.0,2,65.0,2,34
3207,Kanakapura,1938.0,3,113.0,3,126
3208,Begur Road,2462.0,4,124.0,4,39
3209,Budigere,1636.0,3,85.0,3,52
3210,Akshaya Nagar,1430.0,2,75.0,3,11
3211,others,2000.0,3,85.0,3,230
3212,Electronic City Phase II,993.0,2,50.0,3,75
3213,Kanakpura Road,1700.0,3,88.0,3,127
3214,Yelahanka,1270.0,2,78.0,2,226
3215,Anjanapura,1500.0,3,121.0,3,18
3216,Marathahalli,1650.0,3,86.45,3,161
3217,Panathur,1109.0,2,63.0,2,180
3218,others,1280.0,2,49.75,2,230
3219,Sarjapur,2885.0,3,185.0,4,193
3220,Kothanur,1462.0,3,71.0,3,146
3221,Marathahalli,607.0,1,35.0,1,161
3222,Varthur,4500.0,5,300.0,4,217
3223,JP Nagar,3000.0,4,140.0,4,109
3224,Electronic City Phase II,1418.0,3,52.47,3,75
3225,others,4200.0,1,160.0,2,230
3226,EPIP Zone,1125.0,2,65.0,2,73
3227,CV Raman Nagar,1825.0,3,126.0,3,53
3228,Whitefield,1320.0,2,79.5,2,224
3229,JP Nagar,3000.0,4,140.0,4,109
3230,Whitefield,750.0,2,52.7,2,224
3231,Yelahanka,1400.0,2,80.54,3,226
3232,Rajaji Nagar,5000.0,4,375.0,4,185
3233,Mahadevpura,3295.0,4,260.0,5,156
3234,Whitefield,1200.0,3,61.96,3,224
3235,others,965.0,2,48.0,2,230
3236,KR Puram,1100.0,2,43.0,2,115
3237,Whitefield,1180.0,2,41.0,2,224
3238,HSR Layout,1145.0,2,48.0,2,89
3239,others,1215.0,2,49.85,2,230
3240,Hegde Nagar,1200.0,2,75.0,2,94
3241,Kenchenahalli,1015.0,2,58.0,2,134
3242,Kaggalipura,2400.0,3,165.0,3,119
3243,7th Phase JP Nagar,3300.0,4,160.0,3,6
3244,others,1076.0,2,52.0,2,230
3245,Hebbal Kempapura,1300.0,2,102.0,2,93
3246,Hosa Road,1512.0,3,123.0,3,101
3247,Yeshwanthpur,875.0,1,41.745,1,229
3248,Hormavu,1153.0,2,65.0,2,100
3249,others,2080.0,2,150.0,2,230
3250,Hulimavu,1255.0,2,69.0,2,105
3251,Marathahalli,1583.0,3,109.0,3,161
3252,others,1505.0,2,90.0,2,230
3253,Kathriguppe,1365.0,2,75.08,3,132
3254,others,1200.0,3,95.75,3,230
3255,others,1810.0,4,148.0,3,230
3256,Magadi Road,440.0,1,35.0,1,155
3257,Subramanyapura,975.0,2,63.0,2,205
